编号,城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址,星级编码,经度,纬度
2305,青海,天境祁连,1,0.6061248557233906,158.0,0.003443490774528447,青海·海北藏族自治州·祁连县,"100.260091,38.181073",龙女和山神一段美丽的爱情传奇,0,青海省祁连县天境大剧院,0.0,100.260091,38.181073
2306,青海,青海黄河大峡谷景区,1,0.7011357093665588,8.0,0.0038546538520840834,青海·海南藏族自治州,"100.958706,36.146075",六大主题区域，赏美景，体验精彩刺激的活动,0,青海海南藏族自治州共和县龙羊峡镇拉西瓦水库，距离龙羊峡镇20公里左右,0.0,100.958706,36.146075
2307,青海,平安驿,1,0.7011357093665588,35.0,0.002929536927583903,青海·海东地区·平安县,"102.169204,36.50777",浓缩版的河湟文化博物馆,0,青海省平安县张家寨村平安驿袁家村河湟印象,0.0,102.169204,36.50777
2308,青海,达玉部落景区,1,0.7011357093665588,188.0,0.003957444621472992,青海·海北藏族自治州,"100.894713,36.943234",藏民族民俗文化展示、民族演艺,0,青海省海北州西海镇达玉名俗村，即环湖东路一公里处,0.0,100.894713,36.943234
2309,青海,龙羊峡生态旅游度假景区,1,0.6364229437446681,8.0,0.0014904661561391788,青海·海南藏族自治州·共和县,"100.958706,36.146068",从不同的角度欣赏土林带给您原始景观的震撼,0,青海省海南州共和县龙羊峡镇,0.0,100.958706,36.146068
2310,青海,西宁清水蓝湾,1,0.5455286796808351,79.0,0.0195642660749968,青海·西宁·西宁市区,"101.764297,36.637739",清水蓝湾集沐浴、汗蒸广场、餐饮、养生SPA、儿童乐园、休闲区、景观区等功能区域为一体的健康养生广场，座落于青海省西宁市五,0,青海省西宁市五四大街万通大厦45号楼5楼（清水蓝湾）,0.0,101.764297,36.637739
2311,青海,门源油菜花节低空观光,1,0.5455286796808351,1680.0,0.0195642660749968,青海·海北藏族自治州·门源县,"101.447438,37.482044",门源油菜花节低空观光盛大起航，登上直升机，俯瞰万亩花海，无边无垠的油菜花在蓝天白云和祁连雪山的衬托下，像一块天然的巨幅黄,0,海北藏族自治州门源回族自治县浩门镇浩门农场观花台景区停车场,0.0,101.447438,37.482044
2312,青海,花土沟,1,0.5758267677021128,4680.0,0.0195642660749968,青海·海西蒙古族藏族自治州,"90.865202,38.269667",有一条雪山融水化成的小河流过，景色优美,0,青海省海西州花土沟镇,0.0,90.865202,38.269667
2313,青海,阿柔大寺,1,0.5455286796808351,1899.0,0.0195642660749968,青海·海北藏族自治州·祁连县,"100.459329,38.070682",在祁连藏传佛教寺院或信教群众中享有盛名,0,青海省海北州祁连县八宝镇东南21公里处,0.0,100.459329,38.070682
2314,青海,纳顿庄园,4,0.5455286796808351,0.5,0.0195642660749968,青海·海东地区·互助县,"101.946278,36.842822",彩虹的故乡，领略土族的无限魅力,0,青海省互助土族自治县威远镇小庄村,0.0,101.946278,36.842822
2315,青海,海西大柴旦镇,1,0.6061248557233906,1680.0,0.0195642660749968,青海·海西蒙古族藏族自治州,"95.362396,37.860931",整体象一座中世纪的古城,0,青海海西蒙古族藏族自治州海西大柴旦镇,0.0,95.362396,37.860931
2316,青海,大冬树山垭口,1,0.5455286796808351,1899.0,0.0195642660749968,青海·海北藏族自治州·祁连县,"100.246239,38.020881",是西宁去祁连路上会经过的地方,0,青海海北藏族自治州祁连县204省道东100米,0.0,100.246239,38.020881
2317,青海,察尔汗盐湖,1,0.5455286796808351,158.0,0.0195642660749968,青海·海西蒙古族藏族自治州·格尔木市,"95.804499,36.961377",察尔汗盐湖海拔2670米，南距格尔木约60公里，北距大柴旦110多公里。南北宽40多公里，东西长140多公里，总面积为5,0,青海省海西州格尔木市察尔汗镇,0.0,95.804499,36.961377
2318,香港,广州街香港街,1,0.6364229437446681,144.0,0.0195642660749968,浙江·金华·横店影视城,"120.304822,29.183043",再现1840年前后的羊城旧貌和香江风韵,0,浙江省金华东阳市横店镇万盛南街58号,0.0,120.304822,29.183043
2319,香港,港珠澳大桥人工岛,1,0.5758267677021128,170.0,0.0195642660749968,香港·香港,"113.50313704280622,22.28794573500327",连接香港和珠海,0,连接香港和珠海的伶仃洋上,0.0,113.50313704280622,22.28794573500327
2320,香港,香港挪亚方舟,1,0.5758267677021128,105.0,0.0195642660749968,香港·香港·新界,"114.072263,22.350494",穿梭非凡之旅！让孩子越玩越聪明。,0,香港新界马湾珀欣路33号,0.0,114.072263,22.350494
2321,香港,香港迪士尼乐园,1,0.7011357093665588,319.0,0.0195642660749968,香港·香港·离岛,"114.053896,22.315234",身临其境感受童话王国,0,香港特别行政区离岛区大屿山神奇道香港迪士尼乐园,0.0,114.053896,22.315234
2322,香港,香港昂坪360缆车,1,0.5455286796808351,83.0,0.0195642660749968,香港·香港·大屿山,"113.912742,22.259372",360度无死角全方位的美景，你还在等什么,0,香港特别行政区离岛大屿山地铁东涌站,0.0,113.912742,22.259372
2323,香港,大澳,1,0.7011357093665588,136.0,0.0195642660749968,香港·香港·离岛,"113.867207,22.26153",独特的水乡风情，素有“香港威尼斯”之誉,0,香港新界大屿山西部,0.0,113.867207,22.26153
2324,香港,太平山顶,1,0.7011357093665588,22.0,0.0195642660749968,香港·香港·香港岛,"114.154925,22.277315",登临香港岛之巅，欣赏醉人夜景,0,香港特别行政区香港岛山顶道118号,0.0,114.154925,22.277315
2325,香港,香港海洋公园,1,0.7011357093665588,143.0,0.0195642660749968,香港·香港·香港岛,"114.176588,22.241631",妙趣横生的大型主题公园,0,香港特别行政区香港仔黄竹坑南朗山,0.0,114.176588,22.241631
2326,香港,中环,1,0.7011357093665588,32.0,0.0195642660749968,香港·香港·中西,"114.170646,22.284725",香港岛的心脏地带,0,香港特别行政区中西区,0.0,114.170646,22.284725
2327,香港,香港巧克力艺术展览馆,1,0.7011357093665588,67.0,0.0195642660749968,香港·香港,"114.1496428,22.2704562",感受巧克力历史进程，提前巧克力奇妙之处,0,香港太平山顶山顶广场2楼208-209号,0.0,114.1496428,22.2704562
2328,香港,凌霄阁,1,0.7011357093665588,22.0,0.0195642660749968,香港·香港·太平山顶,"114.161218,22.274545",鸟瞰香港全景的理想之地,0,香港特别行政区香港岛的山顶区太平山上,0.0,114.161218,22.274545
2329,香港,太平山顶缆车,1,0.7011357093665588,32.0,0.0195642660749968,香港·香港·太平山顶,"114.170962,22.280845",不论白天或晚上，都有不一样的精彩等你,0,香港特别行政区香港岛山顶路128号凌宵阁地下G10铺(近山顶缆车站),0.0,114.170962,22.280845
2330,香港,香港天际100观景台,1,0.7011357093665588,75.3,0.0195642660749968,香港·香港·油尖旺,"114.171764,22.306404",海拔393米高处，360度鸟瞰香港景色,0,香港特别行政区油尖旺区柯士甸道九龙西1号环球贸易广场100f,0.0,114.171764,22.306404
2331,香港,香港八达通,1,0.7011357093665588,148.0,0.0195642660749968,香港·香港,"114.083457,22.399829",有了八达通，想去哪儿就去哪儿,0,香港特别行政区,0.0,114.083457,22.399829
2332,香港,香港杜莎夫人蜡像馆,1,0.7011357093665588,193.0,0.0195642660749968,香港·香港·香港岛,"114.161222,22.274499",游客到港必游之地，和你的偶像合个影,0,香港山顶道128号凌霄阁P101号商铺,0.0,114.161222,22.274499
2333,香港,皇后大道东,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·香港岛,"114.184026494191,22.2776203155517",以罗大佑演唱的一首同名歌曲而闻名遐迩,0,香港湾仔海旁地区,0.0,114.184026494191,22.2776203155517
2334,香港,万佛寺,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·新界,"114.196343,22.390308",香港仅有的一座。　,0,香港新界沙田排头村山上,0.0,114.196343,22.390308
2335,香港,皇后大道西,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·香港岛,"114.15652274301,22.2901897430419",德辅道西一带是传统色彩较为浓厚的地方，其特色可用视觉和嗅觉去感受。街道两旁尽是纸料香烛店、中草药店、中式裁缝店和海味店，,0,香港德辅道西,0.0,114.15652274301,22.2901897430419
2336,香港,三栋屋博物馆,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·新界,"114.126053,22.369136",这是由古老村屋改建而成的民俗博物馆，专门展览反映荃湾历史及早期乡民生活的物品，并按每家不同的四季生活来布置，它真实地反映,0,地铁荃湾站C或E出口，循路牌指示步行至古屋里2 号,0.0,114.126053,22.369136
2337,香港,茶具博物馆,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·香港岛,"114.173943692872,22.2815189361572",香港主要的观光景点,0,香港中区红棉路10号 (香港公园内),0.0,114.173943692872,22.2815189361572
2338,香港,钟楼,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·九龙,"114.181065,22.29651",游览尖沙咀区，钟楼是最理想的出发点,1,香港九龙尖沙咀香港文化中心广场前,0.0,114.181065,22.29651
2339,香港,新娘潭瀑布,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·新界,"114.24573496162,22.509837787938",民间传说曾有一顶大红花轿接了新娘，正往新郎家的途中，因其中一个轿夫失足，以致新娘跌下瀑布，淹死于潭中，故将此潭名为“新娘,0,香港特别行政区新界新娘潭瀑布,0.0,114.24573496162,22.509837787938
2340,香港,金鱼街,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·九龙,"114.181212,22.325969",有“宠物市场”的美誉,0,香港九龙半岛太子通菜街204号,0.0,114.181212,22.325969
2341,香港,南丫岛,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·离岛,"114.144708,22.200861",逃离喧嚣的都市，来感受浓厚的艺术气息,1,香港离岛区香港岛南面,0.0,114.144708,22.200861
2342,香港,荷李活道,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·香港岛,"114.16177241205,22.2873153686523",这里充斥着不少充满外国特色的餐厅和酒吧,1,香港香港岛中环至上环,0.0,114.16177241205,22.2873153686523
2343,香港,香港科学馆,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·九龙,"114.189089,22.303922",有取自世界各地及本地的展品约500多件,0,香港九龙尖沙咀东部科学馆道2号,0.0,114.189089,22.303922
2344,香港,九龙旺角,1,0.7011357093665588,149.28153376906317,0.0195642660749968,香港·香港·九龙,"114.180819,22.322493",传统与现代的完美结合，购物与美食的天堂,1,香港特别行政区九龙弥敦道北端,0.0,114.180819,22.322493
2345,香港,蒲台群岛,1,0.6970191197872234,149.28153376906317,0.022305596957393228,香港·香港·离岛,"114.270964247099,22.1724376678466",有定期街渡服务，来往香港仔及蒲台岛,0,香港特别行政区离岛区,0.75,114.270964247099,22.1724376678466
2346,香港,蒲苔岛,1,0.7011357093665588,149.28153376906317,0.01994140926144832,香港·香港·蒲台群岛,"114.271121,22.172518",蒲苔岛是香港263个离岛中的一个，位处香港的东南方，与螺洲、宋岗及横澜岛合称蒲苔群岛，香港人戏称它为香港的“南极”。,0,香港特别行政区离岛区蒲台群岛,0.0,114.271121,22.172518
2347,香港,庙街,1,0.7011357093665588,149.28153376906317,0.016960476949169963,香港·香港·油尖旺,"114.181775,22.310475",一条富有特色的街道，素有平民夜总会之称,1,香港特别行政区油尖旺区旺角佐敦道和甘肃道,0.75,114.181775,22.310475
2348,香港,长洲海鲜街,1,0.5455286796808351,149.28153376906317,0.013979544636891607,香港·香港·香港岛,"114.040319,22.211539",新鲜的海鲜放心大胆地吃,1,香港长洲渡轮码头附近,0.75,114.040319,22.211539
2349,香港,海皇粥店,1,0.7011357093665588,149.28153376906317,0.009662332322557435,香港·香港,"113.6359146143117,22.350682808541734",寻找粥的传统风味,1,全港十八间海皇粥店及海皇JPone分店适用,0.0,113.6359146143117,22.350682808541734
2351,香港,旧湾仔邮政局,1,0.7011357093665588,149.28153376906317,0.008634424628668346,香港·香港·香港岛,"114.185131,22.277278",旧湾仔邮政局坐落于湾仔峡道和皇后大道东交界。建于1912至1913年间，1915年正式开放为湾仔邮政局。这一座简单的金字,0,港岛湾仔皇后大道东221号,0.75,114.185131,22.277278
2352,香港,筲箕湾天后庙,1,0.7576152958297787,149.28153376906317,0.007503726165390348,香港·香港,"114.241772686843,22.2835826873779",筲箕湾天后庙,1,香港筲箕湾东大街,0.75,114.241772686843,22.2835826873779
2353,香港,香港旺角半点心茶座,1,0.7011357093665588,149.28153376906317,0.004933956930667626,香港·香港·九龙旺角,"114.17930480278662,22.322928713398138",主打点心，款款精致，制作认真，用料考究,1,香港旺角广华街26号地下,0.0,114.17930480278662,22.322928713398138
2354,香港,香港元朗生态文化骑行,1,0.7011357093665588,149.28153376906317,0.004317212314334173,香港·香港·元朗,"114.044386,22.447205",品尝地道海鲜餐,1,香港元朗凤翔路5号伟发大厦4号铺,0.0,114.044386,22.447205
2355,香港,九龙塘,1,0.7011357093665588,149.28153376906317,0.003803258467389628,香港·香港·九龙,"114.187352,22.340263",平房及别墅为主，颇具市郊风味,1,香港九龙区,0.0,114.187352,22.340263
2356,香港,敬辉农场,1,0.7011357093665588,149.28153376906317,0.0033920953898339927,香港·香港,"114.057839187345,22.4597110748291",开发不久的湿地， 基围主要饲养基围虾,1,香港新界元朗区南生围路,0.0,114.057839187345,22.4597110748291
2357,香港,HKDay香港地,1,0.7011357093665588,149.28153376906317,0.0033920953898339927,重庆·重庆·九龙坡区,"106.518349,29.534231",重庆人感受香港文化生活的新地标,1,重庆市九龙坡区袁家岗奥体路1号K-Land小时代梦想艺术乐园5楼,0.75,106.518349,29.534231
2358,香港,香港3861婴童游泳馆（大石店）,1,0.5758267677021128,149.28153376906317,0.002980932312278357,广东·广州·番禺区,"113.30806,23.049418",优质商家，好环境、好口碑,0,广东省广州市番禺区大石街105新地广场二楼棒棒堂乐园内,0.0,113.30806,23.049418
2359,香港,乐园周末快乐跑,1,0.7011357093665588,149.28153376906317,0.0028781415428894485,香港·香港·香港迪士尼乐园,"114.056743,22.318125",一年一度的香港迪士尼跑步体验于11月3-4日载誉归来！超过100位皮克斯好友，迪士尼巨星及表演者将现身比赛现场，齐齐呈现,1,香港特别行政区离岛区大屿山神奇道香港迪士尼乐园,0.75,114.056743,22.318125
2360,香港,中英分界之地,1,1.0,149.28153376906317,0.0028781415428894485,香港·香港,"114.237206,22.547944",还原给您的真实历史,1,位处沙头角，由香港特别行政区和深圳市共管，为陆上边界一部分,0.75,114.237206,22.547944
2361,香港,九龙城寨,1,0.7011357093665588,149.28153376906317,0.0022613969265559957,香港·香港·九龙,"114.194173,22.324615",了解九龙历史,1,九龍九龍城東正道（從港鐵樂富站B出口，乘計程車至東頭村道。 從尖沙咀天星碼頭巴士總站乘1號巴士，於九龍寨城公園站下車步行即至。）,0.75,114.194173,22.324615
2362,香港,香港烟花汇演,1,0.5455286796808351,149.28153376906317,0.002158606157167086,香港·香港,"114.13912584353173,22.313739110042693",照亮整个夜空的烟花表演，难得遇见的浪漫,1,香港维多利亚港上空,0.75,114.13912584353173,22.313739110042693
